Year,Event,Gender
1976,DivingSpringboard,F
1976,DivingPlatform,F
1988,WeightliftingHeavyweightII,M
1992,WrestlingLightweightGrecoRoman,M
1996,Swimming4x100metresFreestyleRelay,F
2008,Swimming200metresIndividualMedley,F
1932,Swimming4x200metresFreestyleRelay,M
1956,WrestlingFlyweightGrecoRoman,M
1968,CyclingTandemSprint2000metres,M
1900,ShootingFreeRifleThreePositions300metres,M
1900,ShootingFreeRifleThreePositions300metresTeam,M
1900,ShootingFreeRifleKneeling300metres,M
1900,ShootingFreeRifleProne300metres,M
1900,ShootingFreeRifleStanding300metres,M
1968,LugeSingles,F
2000,CanoeingCanadianDoubles500metres,M
2000,CanoeingCanadianDoubles1000metres,M
2008,CanoeingCanadianSingles500metres,M
1928,Athletics800metres,M
1988,JudoHalfHeavyweight,M
1976,WrestlingWelterweightGrecoRoman,M
1980,WrestlingWelterweightGrecoRoman,M
2012,EquestrianismMixedDressageTeam,X
1920,BoxingHeavyweight,M
1924,AthleticsHighJump,M
2000,SailingWindsurfer,M
1952,Swimming200metresBreaststroke,M
1920,RowingCoxedEights,M
1932,AthleticsLongJump,M
1980,FigureSkatingMixedIceDancing,X
1984,FigureSkatingMixedIceDancing,X
1960,Swimming100metresBackstroke,F
1920,RowingCoxedPairs,M
1928,FigureSkatingSingles,F
1928,WrestlingLightweightGrecoRoman,M
1984,GymnasticsTeamAllAround,M
1908,ShootingRunningTargetSingleShot,M
2008,GymnasticsHorseVault,F
1960,EquestrianismMixedJumpingIndividual,X
1964,VolleyballVolleyball,M
1992,WrestlingSuperHeavyweightFreestyle,M
1948,FigureSkatingMixedPairs,X
2000,TriathlonOlympicDistance,M
2002,CurlingCurling,M
1976,CyclingSprint,M
2016,Swimming400metresIndividualMedley,F
2000,CanoeingKayakSinglesSlalom,F
1984,AthleticsPoleVault,M
1956,NordicCombinedIndividual,M
1964,NordicCombinedIndividual,M
1936,WeightliftingFeatherweight,M
1994,ShortTrackSpeedSkating1000metres,F
1904,AthleticsHighJump,M
1924,Swimming100metresFreestyle,F
1924,Swimming4x100metresFreestyleRelay,F
1908,Athletics3200metresSteeplechase,M
2000,WeightliftingLightweight,F
1960,FigureSkatingSingles,F
1984,Athletics400metresHurdles,F
1980,AthleticsPentathlon,F
1964,WrestlingWelterweightGrecoRoman,M
1972,WrestlingMiddleweightGrecoRoman,M
2004,FencingepeeIndividual,F
1932,BoxingHeavyweight,M
1936,AthleticsShotPut,M
2000,Athletics3000metresSteeplechase,M
2010,FreestyleSkiingMoguls,M
2014,FreestyleSkiingMoguls,M
1992,FigureSkatingSingles,M
1912,ArtCompetitionsMixedMusic,X
1968,AthleticsHighJump,F
1936,BoxingBantamweight,M
2008,WrestlingWelterweightFreestyle,M
1992,RowingCoxlessFours,F
1992,RowingCoxedEights,F
2014,Biathlon15kilometres,F
1928,AthleticsPoleVault,M
1924,ShootingTrapTeam,M
1908,RugbyRugby,M
1992,WeightliftingHeavyweightI,M
1996,WeightliftingHeavyweightII,M
2004,Swimming4x100metresFreestyleRelay,M
2014,FreestyleSkiingSkiCross,F
1924,Swimming200metresBreaststroke,F
1928,DivingPlatform,F
1928,Swimming200metresBreaststroke,F
1932,BobsleighFour,M
1956,AthleticsHighJump,M
1912,Swimming100metresBackstroke,M
2012,RowingLightweightCoxlessFours,M
1908,Athletics100metres,M
1908,Athletics200metres,M
1964,JudoMiddleweight,M
1988,Swimming200metresBackstroke,F
2010,FreestyleSkiingSkiCross,M
1972,RowingDoubleSculls,M
1996,Swimming800metresFreestyle,F
2004,CanoeingKayakDoubles500metres,F
2008,CanoeingKayakDoubles500metres,F
1992,AthleticsDiscusThrow,F
2012,SailingTwoPersonDinghy,M
2004,SailingWindsurfer,F
1936,RowingCoxlessFours,M
1998,SnowboardingHalfpipe,F
2000,Athletics50kilometresWalk,M
1924,PoloPolo,M
1908,AthleticsShotPut,M
2010,FigureSkatingMixedPairs,X
1908,WrestlingHeavyweightGrecoRoman,M
1908,AthleticsJavelinThrowFreestyle,M
1964,SailingMixedOnePersonDinghy,X
1908,TennisDoublesCoveredCourts,M
1912,TennisSinglesCoveredCourts,M
1912,TennisDoublesCoveredCourts,M
1976,WeightliftingHeavyweight,M
1984,BoxingSuperHeavyweight,M
1972,SpeedSkating1500metres,M
1972,SpeedSkating5000metres,M
1956,Swimming100metresFreestyle,F
1960,Swimming100metresFreestyle,F
1960,Swimming400metresFreestyle,F
1960,Swimming4x100metresFreestyleRelay,F
1996,ModernPentathlonIndividual,M
2012,DivingSynchronizedPlatform,F
2016,SailingSkiff,M
1920,EquestrianismThreeDayEventTeam,M
1976,FigureSkatingMixedIceDancing,X
1996,WeightliftingMiddleweight,M
2004,DivingSpringboard,F
1988,AthleticsLongJump,F
2008,ShootingSkeet,F
2010,CurlingCurling,F
1984,EquestrianismMixedDressageIndividual,X
1984,EquestrianismMixedDressageTeam,X
1992,CanoeingKayakDoubles1000metres,M
1924,Swimming100metresBackstroke,M
1960,CrossCountrySkiing10kilometres,F
2014,FigureSkatingMixedPairs,X
1960,AthleticsMarathon,M
1968,WeightliftingMiddleHeavyweight,M
1984,AthleticsLongJump,F
1920,AthleticsDiscusThrow,M
1928,AthleticsJavelinThrow,M
1932,AthleticsJavelinThrow,M
1904,FootballFootball,M
1928,RowingCoxedFours,M
1964,CyclingSprint,M
1964,CyclingTandemSprint2000metres,M
1956,DivingSpringboard,F
1956,DivingPlatform,F
1980,AthleticsDiscusThrow,F
1960,Athletics200metres,F
1924,ShootingTrap,M
1968,FigureSkatingMixedPairs,X
1948,ModernPentathlonIndividual,M
1992,CanoeingCanadianSingles1000metres,M
1932,Athletics1500metres,M
2012,TaekwondoHeavyweight,F
2016,TaekwondoWelterweight,F
2000,WrestlingLightweightFreestyle,M
1976,CrossCountrySkiing15kilometres,M
1976,CrossCountrySkiing30kilometres,M
1976,CrossCountrySkiing4x10kilometresRelay,M
2004,Swimming100metresFreestyle,F
1972,DivingPlatform,M
1976,Swimming1500metresFreestyle,M
1996,WrestlingLightHeavyweightGrecoRoman,M
2000,WrestlingHeavyweightGrecoRoman,M
2004,RowingDoubleSculls,F
2008,JudoExtraLightweight,F
1956,BoxingFlyweight,M
1948,SkeletonSkeleton,M
1924,BoxingWelterweight,M
1908,ShootingRunningTargetDoubleShot,M
1956,WeightliftingFeatherweight,M
2008,TaekwondoHeavyweight,M
1968,Athletics400metres,F
2004,FencingSabreTeam,M
1932,GymnasticsRopeClimbing,M
2008,SailingTwoPersonDinghy,F
1988,TennisSingles,F
1988,TennisDoubles,F
1984,WeightliftingSuperHeavyweight,M
2008,Swimming400metresFreestyle,M
2008,Swimming4x200metresFreestyleRelay,M
1900,Cycling25kilometres,M
2010,ShortTrackSpeedSkating1500metres,M
2010,ShortTrackSpeedSkating5000metresRelay,M
1992,TennisDoubles,F
1952,WrestlingBantamweightFreestyle,M
1994,ShortTrackSpeedSkating500metres,M
1994,ShortTrackSpeedSkating1000metres,M
2004,CyclingIndividualPursuit3000metres,F
2004,CyclingPointsRace,F
2008,CyclingPointsRace,F
1996,EquestrianismMixedThreeDayEventIndividual,X
2008,JudoHeavyweight,M
2016,WrestlingWelterweightFreestyle,M
2000,JudoMiddleweight,M
2008,DivingSynchronizedSpringboard,F
2012,DivingPlatform,F
1996,JudoLightweight,F
2010,CrossCountrySkiingTeamSprint,M
1896,Cycling333metresTimeTrial,M
1896,Cycling100kilometres,M
1992,FreestyleSkiingMoguls,F
1994,FreestyleSkiingMoguls,F
1998,FreestyleSkiingMoguls,F
1996,RowingSingleSculls,F
2000,RowingQuadrupleSculls,F
1948,Athletics100metres,F
1912,Swimming4x200metresFreestyleRelay,M
1956,AthleticsTripleJump,M
2016,CyclingMountainbikeCrossCountry,F
2004,WeightliftingMiddleweight,F
1994,LugeSingles,M
1988,FencingFoilIndividual,F
1988,FencingFoilTeam,F
1996,FencingFoilTeam,F
2000,FencingFoilTeam,F
1964,WrestlingMiddleweightFreestyle,M
1980,BoxingLightHeavyweight,M
1920,RowingCoxedFours,M
1984,BoxingMiddleweight,M
2010,NordicCombinedNormalHill10kmIndividual,M
2010,NordicCombinedLargeHill10kmIndividual,M
2010,NordicCombinedTeam,M
2014,NordicCombinedNormalHill10kmIndividual,M
2014,NordicCombinedLargeHill10kmIndividual,M
2014,NordicCombinedTeam,M
2000,FencingSabreIndividual,M
2000,FencingSabreTeam,M
1952,WeightliftingMiddleweight,M
1904,WrestlingFlyweightFreestyle,M
1936,ArtCompetitionsMixedArchitectureDesignsForTownPlanning,X
1984,ShootingSmallBoreRifleThreePositions50metres,F
2010,Biathlon15kilometresMassStart,M
1932,ArtCompetitionsMixedLiterature,X
1900,AthleticsDiscusThrow,M
2004,FencingFoilIndividual,F
1924,Swimming100metresBackstroke,F
1960,DivingPlatform,M
2002,FreestyleSkiingAerials,F
2006,FreestyleSkiingAerials,F
2002,CrossCountrySkiing30kilometres,F
2012,CyclingTeamSprint,M
2016,CyclingSprint,M
2016,CyclingTeamSprint,M
1956,WeightliftingMiddleweight,M
1976,CyclingIndividualPursuit4000metres,M
1936,AthleticsJavelinThrow,F
1952,AthleticsJavelinThrow,F
1924,WrestlingLightHeavyweightGrecoRoman,M
1896,ShootingMilitaryRifle200metres,M
1984,Swimming400metresIndividualMedley,M
1936,Cycling1000metresTimeTrial,M
1964,CrossCountrySkiing50kilometres,M
1928,Swimming400metresFreestyle,F
1928,Swimming4x100metresFreestyleRelay,F
1984,Swimming400metresFreestyle,F
1984,Swimming800metresFreestyle,F
1998,SpeedSkating5000metres,M
1998,SpeedSkating10000metres,M
1996,WrestlingSuperHeavyweightFreestyle,M
1936,AthleticsLongJump,M
1960,FigureSkatingMixedPairs,X
1906,GymnasticsIndividualAllAround,M
1992,TennisDoubles,M
2006,ShortTrackSpeedSkating500metres,F
2006,ShortTrackSpeedSkating1500metres,F
2006,ShortTrackSpeedSkating3000metresRelay,F
2010,ShortTrackSpeedSkating1000metres,F
2010,ShortTrackSpeedSkating1500metres,F
2010,ShortTrackSpeedSkating3000metresRelay,F
2000,TaekwondoHeavyweight,F
2004,TaekwondoHeavyweight,F
1900,AthleticsStandingHighJump,M
1900,AthleticsStandingLongJump,M
1900,AthleticsStandingTripleJump,M
1906,RowingCoxedPairs1kilometres,M
2012,WrestlingFeatherweightFreestyle,M
1936,SailingMixedTwoPersonKeelboat,X
1928,RowingCoxlessFours,M
1984,Swimming400metresIndividualMedley,F
1928,AthleticsHammerThrow,M
1936,WrestlingBantamweightGrecoRoman,M
1920,ShootingMilitaryPistol30metres,M
2004,CyclingSprint,M
2004,CyclingKeirin,M
2004,CyclingTeamSprint,M
1998,CurlingCurling,F
2016,CyclingKeirin,F
1956,WrestlingWelterweightGrecoRoman,M
2016,WrestlingFeatherweightGrecoRoman,M
2000,WrestlingHeavyweightFreestyle,M
1936,WrestlingWelterweightGrecoRoman,M
1996,CyclingSprint,M
2012,WrestlingWelterweightFreestyle,M
2000,WeightliftingFeatherweight,M
2004,WeightliftingFeatherweight,M
1976,SpeedSkating500metres,M
1992,SpeedSkating1500metres,F
1992,SpeedSkating3000metres,F
1992,SpeedSkating5000metres,F
1994,SpeedSkating5000metres,F
1936,RowingDoubleSculls,M
1948,CyclingSprint,M
1996,CanoeingCanadianDoubles1000metres,M
1904,WaterPoloWaterPolo,M
1960,CanoeingKayakSingles1000metres,M
1984,RowingQuadrupleSculls,M
1920,TennisMixedDoubles,X
1992,CyclingIndividualPursuit3000metres,F
2010,ShortTrackSpeedSkating500metres,M
2010,ShortTrackSpeedSkating1000metres,M
1932,Athletics110metresHurdles,M
1996,SailingMixedTwoPersonKeelboat,X
1996,RowingSingleSculls,M
1976,Swimming100metresBackstroke,F
1976,Swimming200metresBackstroke,F
1980,Swimming100metresBackstroke,F
1908,ShootingTrap,M
1908,ShootingTrapTeam,M
1984,RowingCoxlessFours,M
2012,WeightliftingLightHeavyweight,F
2008,CanoeingKayakFours500metres,F
1900,ArcheryAuCordonDore50metres,M
1928,CyclingSprint,M
1988,AthleticsHeptathlon,F
1956,ShootingRapidFirePistol25metres,M
1920,FigureSkatingSingles,M
1920,FigureSkatingMixedPairs,X
2016,CanoeingKayakSingles200metres,M
2016,CanoeingKayakDoubles200metres,M
1984,VolleyballVolleyball,F
1920,Swimming100metresFreestyle,F
1920,Swimming300metresFreestyle,F
2016,Swimming200metresBackstroke,M
1928,Athletics10000metres,M
2000,EquestrianismMixedThreeDayEventTeam,X
1992,Swimming200metresBreaststroke,F
1992,Swimming200metresIndividualMedley,F
1980,WrestlingSuperHeavyweightGrecoRoman,M
1988,WrestlingSuperHeavyweightGrecoRoman,M
1984,AthleticsDiscusThrow,F
1984,AthleticsDiscusThrow,M
1984,AthleticsHammerThrow,M
1984,WeightliftingLightHeavyweight,M
1904,WrestlingWelterweightFreestyle,M
1908,AthleticsJavelinThrow,M
2008,EquestrianismMixedDressageTeam,X
1988,LugeSingles,M
1952,RowingDoubleSculls,M
1972,AthleticsJavelinThrow,F
1976,AthleticsJavelinThrow,F
2014,SpeedSkating3000metres,F
2014,SpeedSkating5000metres,F
1948,Athletics80metresHurdles,F
1948,AthleticsHighJump,F
1948,AthleticsLongJump,F
1992,Swimming100metresBreaststroke,F
1936,WeightliftingHeavyweight,M
2010,SpeedSkating10000metres,M
1980,RowingCoxlessPairs,F
1924,BoxingMiddleweight,M
1960,CanoeingCanadianDoubles1000metres,M
1948,DivingPlatform,F
1968,AthleticsShotPut,M
2016,CyclingTeamPursuit4000metres,M
1936,BobsleighTwo,M
2008,WeightliftingLightweight,F
2012,WeightliftingLightweight,F
2006,FreestyleSkiingMoguls,M
1960,CyclingTandemSprint2000metres,M
2016,TennisMixedDoubles,X
2000,BeachVolleyballBeachVolleyball,F
1972,AlpineSkiingDownhill,F
1972,AlpineSkiingGiantSlalom,F
1972,AlpineSkiingSlalom,F
1988,RowingSingleSculls,F
1976,RowingCoxedFours,F
1906,WrestlingMiddleweightGrecoRoman,M
2016,TaekwondoWelterweight,M
1924,RowingCoxlessPairs,M
1936,AlpineSkiingCombined,F
2000,BoxingLightweight,M
1996,FencingepeeIndividual,M
1996,FencingepeeTeam,M
2000,RowingDoubleSculls,M
1984,WeightliftingFeatherweight,M
2016,GymnasticsHorseVault,F
1920,BoxingLightweight,M
1924,BoxingLightHeavyweight,M
2016,ModernPentathlonIndividual,M
1988,SpeedSkating5000metres,F
1998,SpeedSkating5000metres,F
1976,LugeSingles,F
2004,WrestlingFlyweightFreestyle,F
2016,FencingepeeIndividual,F
2016,FencingepeeTeam,F
2002,CurlingCurling,F
1904,TennisSingles,M
1904,TennisDoubles,M
1956,AthleticsLongJump,M
1998,SnowboardingGiantSlalom,F
2000,CanoeingCanadianSinglesSlalom,M
2004,CanoeingCanadianSinglesSlalom,M
2008,CanoeingCanadianSinglesSlalom,M
2008,CyclingMadison,M
1992,ShortTrackSpeedSkating1000metres,M
1908,Athletics5mile,M
1932,ArtCompetitionsMixedSculpturingStatues,X
2008,CanoeingCanadianDoublesSlalom,M
1992,JudoMiddleweight,F
1900,FencingFoilIndividual,M
1980,AthleticsPoleVault,M
2012,TennisDoubles,M
1964,Swimming400metresFreestyle,F
1964,Swimming400metresIndividualMedley,F
1920,WeightliftingMiddleweight,M
1980,WrestlingBantamweightFreestyle,M
1896,AthleticsMarathon,M
1912,SailingMixed10metres,X
1952,WrestlingMiddleweightGrecoRoman,M
2000,CyclingRoadRaceIndividual,F
2004,RowingSingleSculls,F
1964,CanoeingKayakDoubles1000metres,M
2000,JudoHeavyweight,F
1984,BoxingLightweight,M
1994,FigureSkatingMixedPairs,X
2014,ShortTrackSpeedSkating1000metres,F
2014,ShortTrackSpeedSkating1500metres,F
2014,ShortTrackSpeedSkating3000metresRelay,F
1976,CrossCountrySkiing50kilometres,M
1924,RowingSingleSculls,M
2012,CanoeingKayakSingles1000metres,M
2012,CanoeingCanadianSingles200metres,M
2016,CanoeingCanadianSingles200metres,M
1980,SailingMixedTwoPersonKeelboat,X
1996,Swimming50metresFreestyle,M
1996,JudoHalfHeavyweight,M
1952,BoxingHeavyweight,M
1968,WeightliftingFeatherweight,M
2012,DivingSpringboard,M
2012,ModernPentathlonIndividual,M
1920,ShootingRunningTargetDoubleShotTeam,M
2008,DivingSynchronizedPlatform,F
2016,DivingSynchronizedPlatform,F
1984,SpeedSkating10000metres,M
1920,SailingMixed30metres,X
1980,SailingMixedTwoPersonDinghy,X
1996,BadmintonDoubles,F
1952,AthleticsJavelinThrow,M
1992,SpeedSkating10000metres,M
2012,WrestlingFlyweightFreestyle,F
2000,TaekwondoWelterweight,F
1956,ShootingFreePistol50metres,M
1920,AthleticsHammerThrow,M
1964,Swimming200metresBackstroke,M
1964,Swimming4x100metresMedleyRelay,M
1948,AthleticsHammerThrow,M
1900,Athletics1500metres,M
1900,Athletics4000metresSteeplechase,M
1900,Athletics5000metresTeam,M
1948,CanoeingCanadianDoubles1000metres,M
1932,FigureSkatingSingles,F
1972,Cycling1000metresTimeTrial,M
1984,Athletics1500metres,F
1988,FigureSkatingMixedPairs,X
1936,RowingCoxlessPairs,M
1972,WrestlingWelterweightGrecoRoman,M
2006,LugeSingles,M
2010,LugeSingles,M
1984,Swimming200metresFreestyle,F
1984,Swimming200metresIndividualMedley,F
1984,CyclingIndividualPursuit4000metres,M
2008,FencingepeeIndividual,F
2012,FencingFoilIndividual,F
2012,FencingFoilTeam,F
2016,CanoeingCanadianSinglesSlalom,M
1980,BobsleighTwo,M
1920,WrestlingFeatherweightGrecoRoman,M
1900,CyclingPointsRace,M
1956,SailingMixedTwoPersonHeavyweightDinghy,X
2016,SailingOnePersonHeavyweightDinghy,M
1968,AthleticsDiscusThrow,F
1972,AthleticsDiscusThrow,F
1952,FigureSkatingMixedPairs,X
2004,BadmintonMixedDoubles,X
1920,RowingSingleSculls,M
1900,PoloPolo,M
2004,Swimming800metresFreestyle,F
1980,SpeedSkating5000metres,M
1980,SpeedSkating10000metres,M
2000,SailingTwoPersonDinghy,M
2004,RowingQuadrupleSculls,F
1920,Swimming4x100metresFreestyleRelay,F
1932,CyclingRoadRaceTeam,M
1960,SkiJumpingNormalHillIndividual,M
1936,BoxingFlyweight,M
1924,WeightliftingLightHeavyweight,M
1992,AlpineSkiingSuperG,F
1992,AlpineSkiingCombined,F
2004,Cycling1000metresTimeTrial,M
1924,FigureSkatingMixedPairs,X
1932,Athletics200metres,M
1980,Swimming100metresFreestyle,F
1932,BoxingLightHeavyweight,M
2012,GymnasticsHorseVault,F
1904,BoxingHeavyweight,M
2014,Biathlon75kilometresSprint,F
2014,Biathlon10kilometresPursuit,F
2014,Biathlon125kilometresMassStart,F
2014,Biathlon4x6kilometresRelay,F
1996,BoxingSuperHeavyweight,M
1952,ShootingRunningTargetSingleAndDoubleShot,M
1960,AthleticsDiscusThrow,F
2008,Swimming10kilometresOpenWater,F
1988,WeightliftingSuperHeavyweight,M
1952,SkiJumpingNormalHillIndividual,M
1998,AlpineSkiingCombined,F
2014,SnowboardingSlopestyle,M
1924,BoxingFlyweight,M
1994,FigureSkatingMixedIceDancing,X
2012,CanoeingCanadianSingles1000metres,M
1956,RowingDoubleSculls,M
1984,JudoMiddleweight,M
1952,WrestlingWelterweightFreestyle,M
1924,CyclingSprint,M
1988,RowingDoubleSculls,M
1992,JudoHalfLightweight,F
1912,Athletics5000metres,M
1906,RowingCoxedPairs1mile,M
1952,WrestlingFeatherweightFreestyle,M
1956,Athletics110metresHurdles,M
1928,Swimming100metresBackstroke,F
1996,ShootingDoubleTrap,F
2000,Swimming200metresBreaststroke,M
2008,RowingSingleSculls,M
1928,RowingSingleSculls,M
1972,FigureSkatingMixedPairs,X
1928,SkeletonSkeleton,M
1928,CyclingTandemSprint2000metres,M
1984,DivingSpringboard,F
2010,SkeletonSkeleton,M
2016,SailingWindsurfer,M
1920,FencingFoilIndividual,M
2010,FreestyleSkiingSkiCross,F
1996,BeachVolleyballBeachVolleyball,F
2006,FigureSkatingSingles,M
1972,FencingFoilTeam,M
2004,RowingQuadrupleSculls,M
1932,ArtCompetitionsMixedUnknownEvent,X
2016,AthleticsHammerThrow,F
1928,WrestlingLightweightFreestyle,M
1924,BoxingHeavyweight,M
2016,CyclingOmnium,F
1908,FencingSabreTeam,M
1964,Athletics800metres,M
1960,Athletics80metresHurdles,F
2014,FreestyleSkiingHalfpipe,M
2012,SailingThreePersonKeelboat,F
1900,Swimming200metresObstacleCourse,M
1900,Swimming200metresTeamSwimming,M
1996,WrestlingLightFlyweightFreestyle,M
1956,Athletics80metresHurdles,F
1964,WrestlingBantamweightGrecoRoman,M
1928,Swimming100metresBackstroke,M
1980,Athletics800metres,F
2012,AthleticsHammerThrow,F
1900,AthleticsMarathon,M
1948,ArtCompetitionsMixedLiteratureUnknownEvent,X
1936,Athletics200metres,M
2008,DivingSpringboard,M
1992,WrestlingMiddleweightFreestyle,M
2012,BoxingHeavyweight,M
1936,Athletics3000metresSteeplechase,M
1920,SailingMixed12foot,X
1960,AlpineSkiingDownhill,F
1932,ArtCompetitionsMixedMusic,X
1992,BoxingLightMiddleweight,M
1984,Swimming100metresButterfly,F
1984,Swimming200metresButterfly,F
2012,CanoeingCanadianDoubles1000metres,M
2004,JudoLightweight,F
2012,RowingCoxlessPairs,M
1960,SailingMixedTwoPersonKeelboat,X
1976,SailingMixedMultihull,X
1924,SpeedSkating5000metres,M
1924,SpeedSkating10000metres,M
1936,ArtCompetitionsMixedMusicInstrumentalAndChamber,X
1948,ArtCompetitionsMixedMusicVocals,X
1948,BobsleighTwo,M
1932,SailingMixed8metres,X
2008,RowingCoxlessPairs,F
1924,WeightliftingLightweight,M
1948,ArtCompetitionsMixedLiteratureDramaticWorks,X
1976,WeightliftingFeatherweight,M
1988,WrestlingHeavyweightFreestyle,M
1908,JeuDePaumeSingles,M
2012,Swimming400metresFreestyle,M
2010,SpeedSkating500metres,M
1960,CrossCountrySkiing3x5kilometresRelay,F
1956,WrestlingFeatherweightGrecoRoman,M
1972,SpeedSkating500metres,F
1972,SpeedSkating1000metres,F
1928,WeightliftingLightHeavyweight,M
1996,RowingQuadrupleSculls,F
1984,RowingSingleSculls,M
1964,AthleticsPentathlon,F
1980,Swimming200metresBreaststroke,F
2002,SpeedSkating5000metres,M
1992,RowingSingleSculls,M
1964,Athletics20kilometresWalk,M
1992,ShootingAirRifle10metres,F
1992,ShootingSmallBoreRifleThreePositions50metres,F
1900,SailingMixed1020Ton,X
1904,AthleticsStandingHighJump,M
1904,AthleticsStandingLongJump,M
1904,AthleticsDiscusThrow,M
1904,Cycling13mile,M
1904,Cycling1mile,M
1904,Cycling2mile,M
1952,WeightliftingBantamweight,M
1948,ArtCompetitionsMixedSculpturingMedalsAndPlaques,X
1980,CyclingIndividualPursuit4000metres,M
1980,CyclingTeamPursuit4000metres,M
1928,ArtCompetitionsMixedLiteratureLyricWorks,X
1908,SailingMixed7metres,X
1976,Athletics110metresHurdles,M
1976,RowingSingleSculls,M
1928,BoxingFeatherweight,M
1980,RowingCoxedFours,F
1936,WrestlingFeatherweightGrecoRoman,M
1988,AlpineSkiingCombined,F
1936,Swimming400metresFreestyle,F
1988,WrestlingFlyweightFreestyle,M
1948,AthleticsShotPut,F
1980,AthleticsJavelinThrow,F
2000,FencingFoilTeam,M
1976,RowingQuadrupleSculls,M
1948,WeightliftingLightHeavyweight,M
2004,RowingLightweightDoubleSculls,F
2008,RowingLightweightDoubleSculls,F
1996,Athletics1500metres,F
1932,GymnasticsHorizontalBar,M
2010,SkeletonSkeleton,F
1928,BoxingBantamweight,M
1980,SailingMixedMultihull,X
1908,Athletics1600metresMedleyRelay,M
2012,SailingTwoPersonKeelboat,M
1972,SpeedSkating500metres,M
1900,CroquetMixedSinglesTwoBalls,X
1980,AthleticsHammerThrow,M
1976,Athletics5000metres,M
1960,Swimming400metresFreestyle,M
1908,RowingSingleSculls,M
1920,ArtCompetitionsMixedLiterature,X
1936,CanoeingFoldingKayakDoubles10kilometres,M
1984,SpeedSkating500metres,F
1904,Athletics60metres,M
1904,Athletics100metres,M
1904,Athletics400metres,M
1932,ArtCompetitionsMixedPaintingDrawingsAndWaterColors,X
1992,Swimming50metresFreestyle,F
1960,RowingCoxlessPairs,M
1964,RowingCoxlessPairs,M
1896,Athletics1500metres,M
1984,WeightliftingHeavyweightI,M
1988,WeightliftingHeavyweightI,M
2002,SnowboardingParallelGiantSlalom,F
2006,SnowboardingParallelGiantSlalom,F
2008,TrampoliningIndividual,F
1900,SailingMixed23Ton,X
1976,WeightliftingMiddleHeavyweight,M
2012,JudoExtraLightweight,F
1984,JudoOpenClass,M
1928,AthleticsTripleJump,M
1948,Athletics200metres,F
1968,SpeedSkating500metres,M
2008,Swimming10kilometresOpenWater,M
1980,CanoeingCanadianSingles500metres,M
2012,Athletics10000metres,F
2010,SnowboardingHalfpipe,F
1968,SpeedSkating5000metres,M
1972,SpeedSkating10000metres,M
1956,CanoeingKayakDoubles10000metres,M
2000,BoxingBantamweight,M
2000,EquestrianismMixedDressageIndividual,X
2000,EquestrianismMixedDressageTeam,X
1920,Swimming100metresBackstroke,M
1932,FencingFoilIndividual,M
1932,FencingSabreIndividual,M
2000,Cycling1000metresTimeTrial,M
1900,Swimming200metresBackstroke,M
2014,SpeedSkatingTeamPursuit8laps,M
1900,AthleticsLongJump,M
1924,SpeedSkating500metres,M
1924,SpeedSkatingAllround,M
1980,Cycling1000metresTimeTrial,M
1924,SpeedSkating1500metres,M
1924,AthleticsJavelinThrow,M
1920,ShootingMilitaryRifleProne600metres,M
1952,CanoeingCanadianDoubles1000metres,M
1952,CanoeingCanadianDoubles10000metres,M
1936,Swimming100metresBackstroke,F
2014,SpeedSkatingTeamPursuit6laps,F
2008,AthleticsHeptathlon,F
1948,WeightliftingMiddleweight,M
1984,RowingDoubleSculls,F
1908,WrestlingLightweightGrecoRoman,M
1996,CanoeingKayakSinglesSlalom,F
1998,FreestyleSkiingAerials,F
1976,BoxingFlyweight,M
1964,ShootingSmallBoreRifleProne50metres,M
1900,Athletics100metres,M
1900,Athletics400metres,M
1928,RowingDoubleSculls,M
1948,CanoeingKayakSingles10000metres,M
1980,FigureSkatingSingles,M
1932,EquestrianismJumpingIndividual,M
1932,EquestrianismJumpingTeam,M
2010,SnowboardingParallelGiantSlalom,F
2014,SnowboardingParallelGiantSlalom,F
2014,SnowboardingParallelSlalom,F
1912,ShootingDuelingPistol30metresTeam,M
1952,CrossCountrySkiing18kilometres,M
1952,NordicCombinedIndividual,M
1936,WrestlingFeatherweightFreestyle,M
1960,AthleticsDecathlon,M
1960,FigureSkatingSingles,M
1896,GymnasticsHorseVault,M
1896,GymnasticsParallelBars,M
1896,GymnasticsParallelBarsTeams,M
1896,GymnasticsHorizontalBar,M
1896,GymnasticsHorizontalBarTeams,M
1896,GymnasticsRings,M
1896,GymnasticsPommelledHorse,M
1924,FigureSkatingSingles,M
2002,SpeedSkating10000metres,M
1976,AthleticsPentathlon,F
1912,Athletics400metres,M
1912,Athletics4x400metresRelay,M
1928,Athletics800metres,F
1976,RowingDoubleSculls,F
1900,ShootingFreePistol50metres,M
1900,ShootingFreePistol50metresTeam,M
1932,RowingDoubleSculls,M
1956,FencingSabreTeam,M
1952,DivingPlatform,F
1928,WrestlingLightHeavyweightFreestyle,M
1972,WrestlingFlyweightGrecoRoman,M
1964,AthleticsShotPut,F
1964,CanoeingCanadianDoubles1000metres,M
1936,ArtCompetitionsMixedPaintingAppliedArts,X
1980,LugeSingles,M
2014,FreestyleSkiingSkiCross,M
1976,FigureSkatingSingles,M
2004,DivingPlatform,F
2008,Athletics400metresHurdles,M
1900,FencingSabreIndividual,M
1994,FigureSkatingSingles,M
